cycle,rOM,dOM,sOM
79,39.0,0.4800000000000003,232.607
80,39.0,0.4800000000000003,223.78700000000003
81,39.0,0.4800000000000003,215.023
82,39.0,0.4800000000000003,206.92400000000004
83,39.0,0.4800000000000003,198.944
84,39.0,0.4800000000000003,190.964
85,39.0,0.4800000000000003,183.75399999999996
86,39.0,0.4800000000000003,176.61400000000006
87,39.0,0.4800000000000003,169.49500000000003
88,39.0,0.4800000000000003,162.775
89,39.0,0.4800000000000003,156.05500000000004
90,39.0,0.4800000000000003,149.33500000000004
91,39.0,0.4800000000000003,143.16800000000003
92,39.0,0.4800000000000003,137.28800000000004
93,39.0,0.4800000000000003,131.79300000000003
94,39.0,0.4800000000000003,126.92100000000005
95,39.0,0.4800000000000003,122.72100000000003
96,39.0,0.4800000000000003,118.52100000000004
97,39.0,0.4800000000000003,114.32100000000004
98,39.0,0.4800000000000003,110.12100000000002
99,39.0,0.4800000000000003,105.92100000000006
100,39.0,0.4800000000000003,101.72100000000005
0,1560.0,0.0,0.0
1,1522.3000000000006,0.14500000000000005,29.0
2,1446.9000000000003,27.69499999999998,64.66999999999996
3,1371.5,50.89500000000001,104.69
4,1296.0999999999997,74.09500000000003,144.70999999999998
5,1220.6999999999998,97.295,184.73000000000008
6,1145.3000000000002,120.49500000000002,224.75
7,1069.9000000000005,143.69500000000002,264.7699999999999
8,994.5,166.89499999999995,304.7899999999999
9,961.9999999999999,138.13,351.8099999999998
10,894.4,141.98000000000005,400.43999999999994
11,825.5000000000001,146.07999999999998,450.11999999999983
12,763.1,170.92999999999995,476.8500000000001
13,708.4999999999999,189.4799999999999,498.73
14,644.7999999999998,216.97999999999993,521.4199999999998
15,585.0000000000001,236.17999999999998,544.955
16,520.0,261.5799999999999,567.3349999999999
17,461.4999999999999,284.09,592.9799999999999
18,419.90000000000003,281.89,619.9499999999999
19,358.8,292.94499999999994,649.2249999999999
20,286.0,320.1949999999999,674.1250000000002
21,224.90000000000003,342.44499999999994,695.8749999999995
22,171.60000000000002,360.1449999999998,719.19
23,149.5,356.5949999999999,736.7699999999996
24,113.1,356.0949999999999,751.8649999999997
25,80.6,356.14499999999987,763.7750000000003
26,65.0,338.04499999999996,776.2999999999996
27,45.5,322.99499999999983,789.085
28,39.0,302.3949999999999,803.1000000000004
29,39.0,266.4499999999999,815.5799999999999
30,39.0,232.24999999999986,826.2600000000002
31,39.0,201.19999999999987,834.0900000000004
32,39.0,175.89999999999986,835.9199999999995
33,39.0,155.84999999999988,832.5000000000003
34,39.0,137.59999999999988,827.4300000000005
35,39.0,122.65499999999987,818.9099999999996
36,39.0,108.25499999999988,809.7900000000004
37,39.0,94.00499999999988,800.5199999999998
38,39.0,81.405,789.5999999999997
39,39.0,68.80500000000006,778.8550000000002
40,39.0,56.205000000000084,768.3749999999995
41,39.0,44.410000000000075,757.545
42,39.0,33.61,746.0150000000004
43,39.0,23.514999999999958,733.9549999999996
44,39.0,18.269999999999968,717.0950000000001
45,39.0,14.670000000000034,698.4350000000004
46,39.0,12.025000000000036,678.8749999999995
47,39.0,10.225000000000035,658.7150000000001
48,39.0,8.425000000000034,644.5550000000001
49,39.0,6.624999999999996,630.5949999999999
50,39.0,4.824999999999995,616.8550000000002
51,39.0,3.024999999999995,603.115
52,39.0,1.2249999999999952,589.3749999999999
53,39.0,0.2299999999999999,574.9100000000001
54,39.0,0.2299999999999999,560.5249999999999
55,39.0,0.2299999999999999,546.2650000000001
56,39.0,0.2299999999999999,532.515
57,39.0,0.2299999999999999,519.715
58,39.0,0.2299999999999999,507.11499999999995
59,39.0,0.2299999999999999,494.87000000000006
60,39.0,0.2299999999999999,482.8949999999999
0,1560.0,0.0,0.0
1,1522.3000000000004,0.14500000000000005,29.0
2,1446.8999999999996,27.69499999999998,64.66999999999996
3,1371.5,50.89500000000001,104.69
4,1296.1,74.09500000000003,144.70999999999998
5,1228.4999999999995,92.09500000000001,184.73000000000008
6,1162.2000000000005,104.54500000000003,226.015
7,1092.0000000000002,126.24499999999999,263.94499999999994
8,1034.8,137.54499999999996,296.405
9,968.4999999999998,158.35500000000002,327.86499999999984
10,894.3999999999996,187.25499999999994,360.085
11,825.5000000000002,207.855,393.7549999999999
12,761.8000000000003,233.75500000000005,423.4049999999999
13,707.2,247.75999999999996,452.48500000000024
14,651.2999999999998,256.11,484.6450000000002
15,592.8000000000001,274.7099999999999,515.2200000000001
16,555.0999999999999,265.4649999999999,546.9750000000001
17,505.69999999999993,259.29499999999996,583.79
18,440.7,271.19499999999994,617.1499999999997
19,380.90000000000003,280.845,650.36
20,330.20000000000005,288.645,680.9350000000002
21,287.3,281.34499999999986,710.7900000000001
22,253.49999999999997,269.74499999999995,737.0099999999998
23,215.8,273.0449999999999,751.1449999999998
24,188.5,271.34499999999997,764.3449999999999
25,167.70000000000002,255.4449999999999,779.36
26,140.4,248.69499999999985,793.9699999999998
27,106.6,248.64499999999984,806.9050000000001
28,87.1,245.99499999999986,817.2550000000001
29,66.3,238.34499999999989,824.4599999999998
30,42.9,249.14499999999987,828.8400000000001
31,39.0,242.44499999999982,831.97
32,39.0,217.24499999999983,835.9699999999998
33,39.0,193.69499999999985,838.5200000000001
34,39.0,171.04499999999985,840.1700000000002
35,39.0,150.79499999999987,839.6499999999999
36,39.0,130.99499999999983,839.6300000000002
37,39.0,112.94499999999987,838.6499999999996
38,39.0,96.64499999999985,836.0999999999999
39,39.0,83.49999999999986,830.4000000000004
40,39.0,75.4999999999999,819.5999999999997
41,39.0,68.2999999999999,807.9000000000001
42,39.0,61.1000000000001,796.2000000000002
43,39.0,53.900000000000084,784.4999999999999
44,39.0,46.700000000000095,772.8000000000001
45,39.0,40.45500000000009,760.4300000000001
46,39.0,35.055000000000064,747.3499999999999
47,39.0,29.654999999999962,734.3100000000003
48,39.0,24.25499999999996,722.0699999999998
49,39.0,19.40499999999996,709.38
50,39.0,17.40499999999996,694.2250000000003
51,39.0,15.605000000000032,679.1549999999996
52,39.0,13.805000000000032,664.36
53,39.0,12.005000000000033,649.78
54,39.0,10.205000000000032,635.1999999999999
55,39.0,8.405000000000031,620.8850000000001
56,39.0,6.604999999999996,606.7250000000001
57,39.0,4.804999999999995,592.5649999999998
58,39.0,3.0049999999999955,578.405
59,39.0,1.2049999999999956,564.2450000000001
60,39.0,0.20999999999999971,549.8249999999999
0,1560.0,0.0,0.0
1,1522.3000000000002,0.14500000000000005,29.0
2,1446.8999999999999,27.69499999999998,64.66999999999996
3,1371.5,50.89500000000001,104.69
4,1296.1,74.09500000000003,144.70999999999998
5,1220.6999999999998,97.295,184.73000000000008
6,1157.0000000000002,108.79500000000002,224.75
7,1085.5000000000005,123.145,268.56499999999994
8,1010.1,147.69499999999994,305.9749999999999
9,958.1,155.705,335.93499999999983
10,897.0000000000001,172.105,366.35499999999996
11,828.0999999999999,196.955,398.7249999999999
12,769.6000000000001,222.20499999999996,424.40999999999997
13,712.4,243.8549999999999,448.77500000000015
14,657.8000000000001,255.70999999999995,476.67
15,601.9,267.26499999999993,505.34000000000003
16,548.5999999999999,274.07,535.2350000000001
17,488.79999999999995,286.13499999999993,569.805
18,442.00000000000006,279.9349999999999,602.7449999999999
19,401.7,271.435,632.685
20,366.6,259.23499999999996,661.1250000000001
21,328.90000000000003,247.68499999999992,690.1149999999997
22,283.4,253.3349999999999,713.3349999999999
23,258.70000000000005,245.1949999999999,730.9050000000001
24,217.1,249.59499999999989,746.3000000000001
25,178.1,264.34499999999986,756.7100000000002
26,144.3,267.84499999999986,764.82
27,118.3,267.29499999999985,771.8099999999998
28,109.2,255.99999999999986,781.8800000000001
29,96.2,235.19999999999987,792.3100000000005
30,74.1,223.19999999999982,803.4100000000002
31,52.0,216.35499999999982,814.5100000000003
32,39.0,201.45999999999987,822.8999999999997
33,39.0,173.95999999999984,830.3400000000001
34,39.0,148.95999999999987,835.3800000000002
35,39.0,129.56999999999988,834.8699999999997
36,39.0,113.36999999999988,830.9100000000002
37,39.0,97.1699999999999,826.9499999999997
38,39.0,85.31999999999991,818.9399999999999
39,39.0,75.52999999999992,808.6800000000003
40,39.0,68.97999999999992,795.1199999999998
41,39.0,63.58000000000011,780.36
42,39.0,58.630000000000116,765.1500000000001
43,39.0,55.03000000000012,748.85
44,39.0,51.43000000000011,732.71
45,39.0,47.83000000000012,716.5700000000002
46,39.0,44.23000000000012,700.4299999999996
47,39.0,41.380000000000116,683.64
48,39.0,39.58000000000012,667.8000000000001
49,39.0,37.780000000000115,651.9599999999998
50,39.0,35.98000000000012,636.1200000000001
51,39.0,34.18000000000012,620.51
52,39.0,32.380000000000116,605.09
53,39.0,30.579999999999956,589.67
54,39.0,28.779999999999955,574.2500000000001
55,39.0,26.979999999999954,558.8299999999999
0,1560.0,0.0,0.0
1,1522.3000000000004,0.29000000000000026,29.0
2,1446.9,27.840000000000018,64.66999999999996
3,1371.5,51.03999999999999,104.69
4,1296.1,74.24000000000002,144.70999999999998
5,1220.6999999999998,97.44,184.73000000000008
6,1149.2000000000003,116.73999999999994,224.75
7,1075.1000000000004,136.98999999999995,266.0349999999999
8,999.6999999999999,160.64,305.1849999999999
9,955.4999999999999,151.07999999999996,345.1849999999997
10,887.8999999999997,166.08,386.10499999999996
11,819.0000000000002,177.67999999999995,428.77499999999986
12,755.3000000000001,199.48,457.9749999999998
13,688.9999999999999,226.33999999999995,482.92000000000024
14,634.4,241.73999999999998,510.62500000000006
15,569.4,260.09,539.705
16,505.7000000000001,280.4800000000001,566.7649999999999
17,447.19999999999993,294.47999999999996,594.7749999999999
18,390.0,306.74999999999994,621.1499999999997
19,334.1,319.75,643.54
20,287.30000000000007,329.28999999999996,664.2100000000002
21,254.8,326.09000000000003,683.2299999999997
22,215.8,320.6899999999999,705.9300000000001
23,180.7,325.81,721.2560000000001
24,159.9,315.4599999999999,733.7919999999998
25,137.8,303.93999999999994,747.1570000000003
26,115.7,290.6999999999999,760.3670000000003
27,104.0,272.16999999999996,773.6569999999999
28,79.3,265.54999999999995,782.512
29,53.3,260.94999999999993,790.4320000000004
30,40.3,250.98999999999998,797.3019999999999
31,39.0,234.9499999999999,803.3370000000002
32,39.0,207.94999999999993,808.2029999999994
33,39.0,183.22999999999996,811.2629999999997
34,39.0,161.62999999999994,811.023
35,39.0,141.89,808.9829999999997
36,39.0,125.69000000000005,803.3429999999998
37,39.0,110.45000000000005,796.8589999999997
38,39.0,97.52000000000004,788.4889999999997
39,39.0,84.92000000000003,779.6689999999995
40,39.0,74.93000000000005,768.348
41,39.0,65.93000000000005,756.7679999999999
42,39.0,57.889999999999986,744.6379999999998
43,39.0,50.68999999999998,731.6779999999998
44,39.0,43.48999999999998,718.718
45,39.0,36.289999999999985,705.758
46,39.0,30.710000000000022,691.2979999999994
47,39.0,25.310000000000024,676.7689999999997
48,39.0,19.91000000000002,666.6289999999996
49,39.0,15.169999999999991,656.0359999999994
50,39.0,11.569999999999993,644.5159999999996
51,39.0,7.969999999999992,632.9959999999996
52,39.0,4.909999999999992,621.0259999999995
53,39.0,3.1099999999999977,607.7059999999997
54,39.0,1.3100000000000003,594.3859999999996
55,39.0,0.3800000000000002,580.3159999999997
56,39.0,0.3800000000000002,565.1959999999998
57,39.0,0.3800000000000002,550.0759999999996
58,39.0,0.3800000000000002,534.9559999999998
59,39.0,0.3800000000000002,520.0669999999998
60,39.0,0.3800000000000002,505.7519999999998
0,1560.0,0.0,0.0
1,1522.3000000000006,0.14500000000000005,29.0
2,1446.8999999999996,27.69499999999998,64.66999999999996
3,1371.5,50.89500000000001,104.69
4,1296.1000000000001,74.09500000000003,144.70999999999998
5,1220.6999999999996,97.295,184.73000000000008
6,1153.1000000000004,112.69500000000002,224.75
7,1080.3000000000002,129.995,267.2999999999999
8,1004.9,154.09499999999994,305.5799999999999
9,943.7999999999998,168.90000000000003,338.5599999999999
10,876.1999999999998,189.49999999999997,373.03499999999985
11,819.0,204.24999999999994,409.03999999999985
12,747.5000000000001,230.80000000000004,442.225
13,691.6,240.20499999999996,474.6750000000002
14,631.7999999999998,251.40999999999997,507.535
15,573.3,266.05999999999995,539.4250000000002
16,533.0,258.2099999999999,572.23
17,504.4,227.94499999999996,612.1449999999999
18,461.50000000000006,216.5949999999999,646.4349999999998
19,412.09999999999997,212.44499999999994,679.8249999999998
20,371.79999999999995,203.04499999999993,714.7149999999999
21,326.3,193.14499999999995,749.2849999999999
22,275.6,191.195,783.6349999999998
23,228.79999999999998,198.0449999999999,803.285
24,192.4,200.04499999999993,821.8850000000002
25,176.8,174.2499999999999,841.3500000000001
26,149.5,164.1049999999999,856.5900000000001
27,114.4,162.60499999999993,871.0799999999999
28,79.3,165.90499999999986,882.12
29,40.3,173.8049999999999,893.2750000000002
30,39.0,149.20499999999987,903.5649999999999
31,39.0,123.65999999999985,906.9550000000002
32,39.0,104.60999999999989,905.7049999999999
33,39.0,91.30999999999989,898.8949999999995
34,39.0,78.71000000000002,891.3350000000002
35,39.0,67.16000000000003,882.7250000000001
36,39.0,56.81000000000009,872.9149999999998
37,39.0,47.81000000000009,861.7549999999999
38,39.0,39.05999999999999,850.4450000000002
39,39.0,31.859999999999964,837.4849999999999
40,39.0,25.509999999999962,823.775
41,39.0,20.109999999999964,809.3650000000004
42,39.0,14.710000000000031,795.025
43,39.0,11.820000000000032,778.285
44,39.0,10.020000000000033,760.6949999999998
45,39.0,8.220000000000033,743.5950000000001
46,39.0,6.4199999999999955,726.4950000000001
47,39.0,4.619999999999996,709.4349999999995
48,39.0,2.8199999999999954,693.1749999999998
49,39.0,1.0199999999999998,676.9150000000002
50,39.0,0.21999999999999972,659.9799999999999
51,39.0,0.21999999999999972,643.2199999999999
52,39.0,0.21999999999999972,626.8400000000001
53,39.0,0.21999999999999972,610.46
54,39.0,0.21999999999999972,594.4900000000001
55,39.0,0.21999999999999972,578.53
56,39.0,0.21999999999999972,562.5699999999999
57,39.0,0.21999999999999972,546.8450000000001
58,39.0,0.21999999999999972,531.5099999999999
59,39.0,0.21999999999999972,516.3899999999999
60,39.0,0.21999999999999972,501.2699999999999
0,1560.0,0.0,0.0
1,1522.3000000000006,0.14500000000000005,29.0
2,1446.8999999999999,27.69499999999998,64.66999999999996
3,1371.5,50.89500000000001,104.69
4,1296.0999999999997,74.09500000000003,144.70999999999998
5,1220.6999999999996,97.295,184.73000000000008
6,1149.2,116.59500000000001,224.75
7,1075.1000000000004,136.845,266.0349999999999
8,999.6999999999999,160.49499999999995,305.1849999999999
9,954.1999999999998,150.92000000000002,346.1849999999998
10,882.6999999999999,165.57,388.335
11,807.3000000000002,181.72,432.8849999999998
12,734.5000000000001,216.57,460.035
13,683.8,233.6749999999999,483.48500000000007
14,614.8999999999999,260.375,509.4749999999999
15,556.4,274.52999999999986,536.7600000000002
16,503.09999999999997,290.4799999999999,564.3050000000001
17,457.59999999999997,286.79999999999995,596.9299999999998
18,400.40000000000003,293.0499999999999,629.1550000000001
19,336.7,305.6499999999999,659.7600000000002
20,297.7,306.3499999999999,688.0799999999999
21,261.3,302.84999999999985,713.6149999999998
22,232.70000000000002,286.74999999999994,736.9650000000003
23,194.99999999999997,289.2499999999999,751.6599999999996
24,166.4,291.29999999999984,762.4599999999999
25,150.8,276.5999999999999,771.4100000000003
26,130.0,270.34999999999985,781.8549999999998
27,122.2,246.69999999999985,791.515
28,110.5,227.7999999999999,800.2749999999997
29,94.9,215.2999999999998,807.9849999999998
30,83.2,196.84999999999988,815.9450000000003
31,71.5,179.24999999999986,823.085
32,49.4,172.69999999999987,829.7299999999997
33,39.0,157.1549999999999,835.1900000000003
34,39.0,134.50499999999985,836.0000000000001
35,39.0,114.20499999999988,834.5599999999996
36,39.0,96.20499999999987,831.1000000000004
37,39.0,81.00999999999986,824.9799999999996
38,39.0,70.00999999999986,814.66
39,39.0,59.21000000000007,804.0400000000003
40,39.0,48.41000000000007,793.4199999999998
41,39.0,40.410000000000075,780.1000000000001
42,39.0,33.21000000000007,765.88
43,39.0,26.009999999999973,751.6599999999999
44,39.0,20.259999999999977,736.0900000000004
45,39.0,14.860000000000031,720.3300000000002
46,39.0,10.310000000000032,703.9799999999996
47,39.0,7.4599999999999955,686.0900000000003
48,39.0,5.659999999999996,672.3499999999998
49,39.0,3.8599999999999954,658.81
50,39.0,2.0599999999999956,645.4900000000002
51,39.0,0.2599999999999999,632.17
52,39.0,0.20999999999999985,617.5249999999999
53,39.0,0.20999999999999985,602.8249999999999
54,39.0,0.20999999999999985,588.125
55,39.0,0.20999999999999985,573.445
56,39.0,0.20999999999999985,559.1649999999998
57,39.0,0.20999999999999985,544.8849999999999
58,39.0,0.20999999999999985,530.605
59,39.0,0.20999999999999985,516.675
60,39.0,0.20999999999999985,502.92499999999995
0,1560.0,0.0,0.0
1,1522.3000000000006,0.29000000000000026,29.0
2,1446.9,27.840000000000018,64.66999999999996
3,1371.5,51.03999999999999,104.69
4,1296.1,74.24000000000002,144.70999999999998
5,1220.6999999999996,97.44,184.73000000000008
6,1149.2000000000003,116.73999999999994,224.75
7,1075.1000000000004,136.98999999999995,266.0349999999999
8,999.7,160.64,305.1849999999999
9,948.9999999999999,156.28999999999996,346.18499999999983
10,882.6999999999998,168.34000000000003,388.33499999999987
11,808.6000000000001,183.19000000000005,432.49999999999983
12,746.2000000000002,203.33,461.93
13,679.9,228.39000000000004,489.0250000000001
14,609.6999999999999,253.73999999999998,517.75
15,544.7,275.7799999999999,544.42
16,490.09999999999997,287.3300000000001,570.7049999999999
17,443.29999999999995,287.15999999999997,604.1049999999998
18,388.7,289.59999999999997,641.0450000000001
19,351.0,272.05,677.0150000000001
20,314.59999999999997,253.99999999999991,710.8850000000001
21,273.00000000000006,242.8400000000001,744.6049999999998
22,239.2,223.08999999999997,777.225
23,209.29999999999998,210.31,800.5749999999995
24,175.5,206.41000000000003,821.67
25,148.20000000000002,192.96999999999994,840.6300000000002
26,133.89999999999998,175.30000000000007,852.5399999999995
27,126.1,160.26999999999998,857.165
28,105.3,154.97,860.6200000000003
29,81.9,156.77000000000004,859.54
30,59.8,158.57000000000005,858.46
31,44.2,152.51000000000002,857.1800000000005
32,39.0,146.21,852.7239999999999
33,39.0,128.45,848.4049999999999
34,39.0,114.98,840.2150000000005
35,39.0,102.38,830.9749999999999
36,39.0,89.77999999999999,821.7350000000002
37,39.0,79.55,810.5109999999995
38,39.0,70.55,798.1469999999998
39,39.0,62.00000000000002,785.6970000000001
40,39.0,54.80000000000002,771.8969999999997
41,39.0,47.60000000000002,758.0969999999999
42,39.0,40.40000000000002,744.2970000000003
43,39.0,33.20000000000002,730.4969999999998
44,39.0,27.17000000000001,715.759
45,39.0,23.570000000000007,699.0450000000005
46,39.0,19.97000000000001,682.4849999999997
47,39.0,17.840000000000007,664.7849999999999
48,39.0,16.039999999999992,650.6249999999997
49,39.0,14.239999999999991,636.4649999999997
50,39.0,12.439999999999992,622.3049999999997
51,39.0,10.639999999999992,608.1449999999998
52,39.0,8.839999999999991,593.9849999999997
53,39.0,7.039999999999993,579.8249999999997
54,39.0,5.239999999999992,565.805
55,39.0,3.439999999999998,552.0649999999998
56,39.0,1.6400000000000003,538.3249999999998
57,39.0,0.41000000000000025,524.4569999999997
58,39.0,0.41000000000000025,509.69399999999985
59,39.0,0.41000000000000025,495.40699999999975
60,39.0,0.41000000000000025,481.94599999999963
0,1560.0,0.0,0.0
1,1522.3000000000006,0.29000000000000026,29.0
2,1446.8999999999999,27.840000000000018,64.66999999999996
3,1371.5,51.03999999999999,104.69
4,1296.1,74.24000000000002,144.70999999999998
5,1228.4999999999995,92.24,184.73000000000008
6,1154.4000000000003,112.48999999999994,226.015
7,1093.3000000000002,132.32999999999993,261.41499999999996
8,1019.2,157.97999999999996,296.87999999999994
9,972.3999999999999,154.92000000000002,336.45999999999987
10,898.2999999999998,175.65,374.9249999999999
11,833.3000000000002,185.15,414.95499999999976
12,757.9000000000001,216.42,444.2649999999999
13,715.0,228.81999999999994,468.3250000000002
14,668.1999999999999,236.73999999999995,494.5300000000001
15,605.8000000000001,252.79,523.3449999999999
16,539.5,270.69999999999993,553.7700000000001
17,500.5,273.38000000000005,584.5100000000001
18,466.7,258.11999999999995,616.4249999999997
19,425.1,253.03999999999994,643.0649999999998
20,393.90000000000003,253.91,665.2050000000003
21,365.3,238.41,688.7450000000001
22,309.4,251.89,710.1949999999999
23,283.40000000000003,252.13,720.6949999999999
24,262.6,241.03999999999996,731.2950000000001
25,235.3,238.25000000000003,739.6750000000002
26,211.9,240.84,749.0599999999997
27,198.9,225.04,757.7
28,175.5,226.48000000000002,763.4899999999999
29,149.5,226.53,768.9300000000001
30,113.10000000000001,238.33000000000004,772.9500000000002
31,81.9,250.39000000000007,775.4700000000001
32,70.2,251.84000000000006,777.7550000000001
33,62.4,236.24,780.2110000000001
34,54.6,220.70000000000005,783.0310000000001
35,46.8,208.88,782.307
36,39.0,199.98000000000005,780.1470000000003
37,39.0,181.98000000000005,777.9869999999996
38,39.0,163.98000000000005,776.107
39,39.0,147.59999999999997,773.2870000000003
40,39.0,131.39999999999998,770.4329999999998
41,39.0,115.20000000000002,768.1179999999999
42,39.0,99.0,765.838
43,39.0,83.97000000000004,762.5079999999998
44,39.0,69.57000000000002,758.6030000000001
45,39.0,55.68000000000002,754.493
0,1560.0,0.0,0.0
1,1522.3000000000006,0.29000000000000026,29.0
2,1446.8999999999999,27.840000000000018,64.66999999999996
3,1371.5,51.03999999999999,104.69
4,1296.1,74.24000000000002,144.70999999999998
5,1220.6999999999994,97.44,184.73000000000008
6,1149.2000000000005,116.73999999999994,224.75
7,1075.1000000000006,136.98999999999995,266.0349999999999
8,999.7,160.64,305.1849999999999
9,952.9,151.10000000000005,347.18499999999983
10,880.0999999999998,165.05000000000004,391.82999999999987
11,815.1000000000001,167.35000000000002,438.6399999999999
12,746.2000000000002,190.54000000000002,470.48
13,691.6,207.38000000000002,496.2500000000001
14,626.5999999999999,227.98000000000002,522.6600000000001
15,555.1,259.22999999999996,546.3000000000001
16,503.09999999999997,277.31999999999994,568.3549999999999
17,458.90000000000003,274.90999999999997,595.8049999999998
18,393.9,292.56999999999994,621.5749999999998
19,335.4,301.31,651.3050000000001
20,282.1,305.9099999999999,684.3150000000002
21,243.10000000000002,290.95000000000005,717.17
22,224.9,266.09999999999997,741.4399999999999
23,192.4,264.4899999999999,753.1749999999995
24,165.1,267.78,760.7309999999998
25,144.29999999999998,262.48999999999995,765.1510000000002
26,111.8,267.84,769.0009999999997
27,75.4,277.39,772.3310000000001
28,50.7,281.49999999999994,775.9610000000001
29,45.5,259.7,779.707
30,39.0,243.46,783.3070000000001
31,39.0,218.70999999999995,785.013
32,39.0,197.92,783.8269999999998
33,39.0,178.12,781.7870000000001
34,39.0,158.31999999999996,779.7470000000002
35,39.0,140.08000000000007,776.2069999999998
36,39.0,123.88000000000002,770.9520000000002
37,39.0,108.25000000000003,765.5479999999995
38,39.0,94.36000000000004,758.5399999999998
39,39.0,82.72000000000004,750.0799999999998
40,39.0,72.88000000000004,739.8199999999998
41,39.0,63.87999999999999,728.7159999999999
42,39.0,56.26,716.7759999999998
43,39.0,50.86,702.436
44,39.0,45.459999999999994,688.096
45,39.0,41.26,672.5559999999999
46,39.0,37.66,656.4159999999996
47,39.0,34.059999999999995,640.4859999999998
48,39.0,31.630000000000024,627.4959999999999
49,39.0,29.830000000000023,613.7559999999996
50,39.0,28.030000000000026,600.3309999999997
51,39.0,26.230000000000025,588.201
52,39.0,24.430000000000025,576.141
53,39.0,22.630000000000024,564.4099999999995
54,39.0,20.830000000000023,552.7699999999996
55,39.0,19.030000000000026,541.1299999999999
56,39.0,17.230000000000025,529.4899999999997
57,39.0,15.42999999999999,518.0249999999995
58,39.0,13.62999999999999,506.8049999999999
59,39.0,11.829999999999991,495.6059999999999
60,39.0,10.02999999999999,485.1909999999997
0,1560.0,0.0,0.0
1,1522.3000000000006,0.29000000000000026,29.0
2,1446.9,27.840000000000018,64.66999999999996
3,1371.5,51.03999999999999,104.69
4,1296.1000000000001,74.24000000000002,144.70999999999998
5,1220.6999999999998,97.44,184.73000000000008
6,1149.2000000000003,116.73999999999994,224.75
7,1075.1000000000001,136.98999999999995,266.0349999999999
8,999.6999999999999,160.64,305.1849999999999
9,954.2,151.08999999999997,346.18499999999983
10,880.0999999999999,166.69000000000003,389.5999999999999
11,809.9000000000001,178.79,433.8799999999998
12,754.0,190.87000000000006,464.26
13,700.6999999999999,207.85000000000005,489.65000000000003
14,655.1999999999998,213.20000000000002,515.285
15,601.9,216.88000000000005,547.4300000000002
16,544.7000000000002,233.62,571.5199999999999
17,509.6,235.85,594.5249999999997
18,481.0,222.8100000000001,616.8449999999999
19,448.5,214.42000000000002,638.4750000000003
20,410.79999999999995,212.1900000000001,659.2049999999999
21,384.80000000000007,204.69000000000003,678.5849999999998
22,347.1,206.41000000000005,697.1949999999999
23,306.8,215.88000000000005,709.2349999999998
24,282.1,214.15000000000006,722.655
25,257.4,211.95000000000007,733.755
26,233.99999999999997,203.28000000000006,744.6550000000001
27,202.8,206.73000000000013,750.9849999999998
28,169.0,215.2700000000001,754.971
29,145.60000000000002,219.97000000000003,759.1709999999999
30,128.70000000000002,212.67000000000002,763.6709999999998
31,114.4,202.02000000000004,768.5710000000001
32,102.7,186.66000000000014,774.7169999999999
33,81.9,182.41000000000003,778.7669999999999
34,61.1,178.01000000000002,782.9670000000003
35,44.2,173.67000000000004,787.5520000000001
36,39.0,162.82000000000002,790.622
37,39.0,141.22000000000008,791.4879999999999
38,39.0,119.62,792.5079999999996
39,39.0,99.73,791.8780000000002
40,39.0,82.15000000000002,788.9980000000002
41,39.0,66.82000000000001,783.8679999999996
42,39.0,54.22000000000001,775.9160000000002
43,39.0,43.39000000000002,766.7059999999999
44,39.0,33.55000000000002,756.4459999999999
45,39.0,26.290000000000013,743.6360000000002
46,39.0,20.26000000000001,729.626
47,39.0,16.660000000000007,713.1919999999997
48,39.0,13.05999999999999,699.292
49,39.0,9.459999999999992,685.6719999999998
50,39.0,6.369999999999991,671.6019999999997
51,39.0,4.5699999999999905,656.1820000000002
52,39.0,2.7699999999999974,640.7619999999998
53,39.0,0.9700000000000004,625.3419999999996
54,39.0,0.4900000000000004,609.1350000000001
55,39.0,0.4900000000000004,592.5379999999999
56,39.0,0.4900000000000004,576.1579999999997
57,39.0,0.4900000000000004,560.1559999999997
58,39.0,0.4900000000000004,544.616
59,39.0,0.4900000000000004,529.0759999999997
60,39.0,0.4900000000000004,513.9769999999997
0,1560.0,0.0,0.0
1,1522.3000000000004,0.29000000000000026,29.0
2,1446.9000000000003,27.840000000000018,64.66999999999996
3,1371.5,51.03999999999999,104.69
4,1302.5999999999997,67.74000000000001,144.70999999999998
5,1228.5,90.69,183.74500000000003
6,1153.1,121.08999999999995,216.145
7,1088.1000000000004,140.89,249.695
8,1024.4,156.29,284.62499999999994
9,971.0999999999999,158.38000000000002,321.5849999999999
10,900.8999999999999,177.79999999999998,358.69999999999993
11,835.8999999999999,192.7,393.3299999999998
12,769.6000000000001,230.81000000000003,415.89000000000004
13,707.2,259.31,433.9
14,631.8,300.51000000000005,452.13999999999976
15,581.1,326.10999999999996,470.3800000000003
16,535.6,336.71000000000004,491.15000000000015
17,499.20000000000005,327.78000000000003,523.9299999999998
18,455.00000000000006,316.23999999999995,557.8899999999999
19,417.29999999999995,297.65000000000003,594.6500000000002
20,360.09999999999997,297.00999999999993,631.8299999999999
21,305.5,302.01,667.3499999999999
22,271.7,282.42,704.986
23,223.59999999999997,291.75999999999993,724.156
24,195.0,284.06,739.8759999999999
25,172.9,272.73999999999995,752.546
26,146.9,266.48999999999995,763.796
27,127.4,252.30000000000004,776.5459999999998
28,111.8,235.09,789.5110000000001
29,79.3,232.64,802.9709999999999
